familyid,CT00
000106325737,240200
000106614224,603800
000106437083,240500
000105993549,240500
000105795361,240600
000105822174,240600
000105845396,240600
000106254862,240500
000106347699,240500
000007414928,240500
000106346473,240500
000106459678,240500
000106634587,240500
000106501477,240500
000106120654,240500
000105823057,240500
000106036672,240600
000106477206,240600
000106255680,240600
000106529589,240600
000105828594,240600
000040535064,240500
000105884380,910000
000105953481,240500
000009470560,240500
000106252218,240500
000106210297,543321
000105913962,240500
000106250800,602700
000065291619,240600
000106478875,240600
000106418381,240600
000106294491,240600
000105824964,240600
000106678589,240600
000064731361,240600
000106491518,240600
000106568918,240600
000106030367,240500
000106295023,240500
000106439404,240500
000106121406,240500
000105952838,240500
000106308875,240500
000106435997,571900
000105845359,240600
000106473901,240600
000106184493,240600
000106652377,240600
000106275998,553601
000106328214,240600
000106121618,234600
000105973299,240500
000106142090,240500
000106657128,240500
000106543825,240500
000105845037,240600
000106305466,240500
000106235623,240500
000106342204,239800
000106674637,240600
000106383096,240600
000105825800,240600
000106504268,240600
000087965188,603800
000106658742,240600
000106431260,240600
000106347644,240600
000105844748,240500
000106362795,240500
000063985142,240500
000041253233,406800
000106180368,240500
000106097141,240500
000106168558,240500
000106090194,240600
000106323701,240500
000105931249,104401
000105883703,192520
000106326987,192520
000106250680,221120
000106506286,192300
000105864357,212800
000106233383,192520
000105860214,181400
000106439535,192520
000105841193,192520
000106542947,192520
000106094669,222200
000105840126,192520
000106389500,910705
000023838025,192420
000106671799,532606
000106638950,192520
000106496458,211702
000105887171,240500
000106091776,192520
000106580956,603400
000105956785,195801
000106413420,192620
000105916062,192620
000000843508,432101
000106278412,192620
000106360094,192620
000106144924,240800
000106451031,192610
000106304614,192610
000106498691,192610
000106433521,192610
000106617887,192610
000106581415,192610
000106210807,431200
000105880768,231400
000106634582,192610
000106418519,192610
000106121744,192610
000106491932,211200
000106412291,211310
000106299022,211310
000064449855,211310
000106524288,211320
000106305990,211320
000105796618,211200
000106307861,211310
000106016725,211310
000106166226,195802
000106347783,211320
000106410697,211420
000105808278,211420
000106454550,117530
000106129205,192520
000105865191,192520
000024042882,123304
000106320630,192520
000106121647,192520
000027586494,192520
000105842178,207710
000106564493,192520
000106587013,192520
000105863534,192520
000106148004,192520
000106095026,192520
000105976459,211420
000106214275,211420
000106078431,211420
000047431666,211420
000106237316,211420
000105975568,192410
000106328874,211000
000105790785,211000
000105825554,192300
000106345833,192300
000106275574,192300
000106546938,143602
000106568832,192300
000106659727,211000
000105794784,211000
000106430073,211000
000106164651,211000
000106382367,214100
000106058500,214100
000105827807,214100
000105956845,214100
000106142595,191900
000106459377,191900
000105914405,191900
000105796689,191900
000106341494,191900
000024379286,214100
000106219259,214100
000106213342,192300
000106547476,192300
000106294996,192300
000030479561,192300
000105806108,192300
000105978228,192300
000106586460,192300
000079754325,192300
000106430874,211500
000105806836,211000
000106659947,211000
000105916478,462900
000106101410,211000
000106306218,211000
000106630135,192300
000106657233,192300
000106143436,214600
000106149107,192300
000106146374,192300
000042350883,192300
000106691387,192300
000106636233,192300
000106472971,192300
000079594648,192300
000106322797,192300
000106163914,192300
000106414125,211000
000105865594,211000
000005989922,214700
000106586481,211000
000106655969,403323
000106304884,191300
000106419426,212620
000106612921,181400
000106618383,192700
000105806420,192700
000106078363,127801
000106144500,192700
000106167476,192700
000106212553,211110
000105883143,211110
000106214903,211500
000106304025,211500
000106413284,211500
000105860515,192420
000106320619,192420
000106320708,192420
000106382139,211500
000106121040,212700
000106366702,211500
000105995575,480903
000106363089,461000
000106292669,211500
000106277584,275510
000105802879,920327
000106618265,211801
000106014142,600202
000106275710,211120
000003872150,211500
000106181521,192520
000105996039,192520
000106099258,192520
000106301687,206050
000105777291,192520
000106639448,192520
000106473875,218110
000105849934,120102
000106639888,481800
000106071125,219800
000106430905,192410
000106472887,192410
000106475539,277000
000106439527,212700
000106522304,212306
000105993442,221302
000106164114,535300
000087961257,211200
000105970482,211200
000106297258,211200
000106309672,540101
000106413899,211200
000106471488,211200
000105991762,211200
000105801912,192620
000106366508,122000
000106126715,192610
000106184304,433303
000106457346,192610
000106670361,192610
000105794153,192610
000106232159,211310
000106078884,119000
000106502960,211310
000106232010,211310
000106587225,211310
000106237824,910603
000106031821,206040
000106015643,214100
000106308066,214100
000106614004,301800
000105843991,214100
000106500882,214100
000106653310,191900
000105793199,191900
000106522676,191900
000003988345,191900
000106059857,214100
000106450543,214100
000106306792,211000
000106033166,211000
000106106054,192300
000105970649,211000
000105800652,211000
000106168309,402102
000106019825,213320
000106148766,211320
000106097036,240800
000106416740,211200
000106651041,192620
000106070433,211200
000106584552,269600
000106104997,192420
000085012319,104202
000061741363,192420
000020065729,192610
000106275650,271900
000106093744,192420
000106071002,192420
000106143499,192420
000106411826,407101
000105824422,192410
000106294807,541200
000105799213,211000
000106615937,211000
000028577134,206200
000105863597,211500
000105865502,192300
000105864771,574400
000008391179,192300
000106127800,192300
000106105841,192300
000106212163,207300
000106122821,300600
000032019811,300600
000106658365,192300
000106254430,192300
000106165068,192300
000105822792,702801
000106213127,181300
000106016050,192300
000102455242,211500
000106679247,192300
000106524275,700800
000106541158,192300
000106568748,460301
000106451832,195900
000106690831,701202
000106450043,194100
000006515580,192300
000106522655,183220
000106097769,192300
000106161802,214100
000105887244,211000
000106057478,211410
000106291752,192510
000105808176,192510
000106184074,910401
000106471048,211500
000105863851,300400
000089610106,192510
000106434030,192510
000105939624,192510
000106100935,191110
000106412186,192510
000106121346,192510
000106527906,119400
000105959343,192510
000106148897,192520
000106439983,192510
000025698546,119700
000106073232,192510
000105887639,192510
000106458779,192510
000105939205,192510
000106525849,207500
000105882451,211410
000105931493,211410
000106010902,211410
000053841572,211410
000106471357,211410
000106101855,211410
000039284558,211410
000106305848,211410
000106217341,211410
000106415972,211410
000106690755,192300
000048995939,192300
000105998984,211500
000106419112,211500
000106214084,211500
000105884217,211500
000106012750,211500
000105798843,211500
000025721198,211500
000106054190,192420
000006997008,192420
000106492056,192420
000106254134,192420
000106300759,127920
000105825091,211500
000106030773,211500
000106348946,211500
000106013599,211500
000087019845,650800
000106430748,117301
000106033682,211500
000106583420,211500
000106455006,211500
000105822462,211500
000105801771,211500
000106504420,211500
000105957825,211500
000105932884,192410
000105916295,192410
000106276038,192410
000106671613,700300
000006117266,301000
000106032314,221500
000106233414,192410
000105792601,192410
000105915320,189300
000106479871,211500
000106161043,211500
000039171845,211500
000106141052,211500
000106655778,211500
000106271800,211500
000105824786,216100
000105973074,211500
000105795086,195400
000105992276,212100
000105919617,192700
000106451277,192700
000077829105,192700
000105843734,192700
000106329472,192700
000106506985,192700
000106059019,192700
000106365379,192700
000105778815,211110
000105934886,406800
000105809274,219010
000106078570,236400
000105992962,211110
000106652916,211110
000106439051,211110
000105846745,211110
000039242053,211110
000106491372,211410
000105995156,430802
000106039735,201401
000106583441,700100
000105991681,211500
000106564870,192700
000105991254,192700
000105995216,192700
000106348535,192700
000106148745,218400
000106566644,192700
000106122208,192700
000106677729,211110
000106676095,192520
000106616828,211110
000106614059,192300
000105911083,267100
000106120104,192300
000105800225,192300
000106563316,192300
000106475827,192300
000105809164,192300
000105845147,192300
000106235953,192300
000106633913,192300
000106412767,192300
000106092015,192300
000106500874,192300
000106291951,192300
000106215190,211801
000106659845,211500
000106584866,211500
000106342712,211500
000106522582,211500
000105917021,211500
000106546394,192520
000106056139,192410
000106506414,408135
000106293364,216400
000105777107,192410
000106051419,432202
000106211824,192410
000106383067,192410
000105935413,212610
000106108721,221302
000106328086,192410
000106103491,192410
000106320591,192410
000106673296,211500
000106106868,211500
000105911198,211500
000042867659,211500
000106581517,212420
000106300092,212500
000106166221,213202
000106103116,212203
000105794873,212500
000087273186,209510
000106509404,212500
000106233919,234500
000106238273,212500
000106101790,212500
000106056927,212500
000106034528,212500
000106679823,211802
000105887189,212500
000106412966,213310
000106433770,213202
000106059975,211000
000106342916,189200
000105793322,216100
000047495984,216100
000106524725,216100
000106653462,554514
000106388122,106111
000105792850,212610
000106654052,212610
000105883180,212610
000105862981,212610
000106161886,212610
000042997892,212410
000052907178,212410
000106452817,218120
000105846156,212410
000106434174,111203
000106295395,231500
000105864674,269600
000106527692,432000
000106096145,221600
000106582631,192520
000106160908,211701
000106617523,189500
000106320009,211701
000106491741,211000
000106431820,211000
000106128741,211000
000106077105,211000
000106347267,211000
000106347275,197600
000106073601,216100
000106411554,197600
000106299962,212100
000106617735,212100
000099804492,300502
000106632323,221302
000106651949,212305
000106383088,212305
000040935097,213402
000106582380,219700
000106106428,117302
000106380802,190301
000105796388,212410
000106387935,212420
000106165165,212420
000106500858,212420
000106109227,212420
000106038085,482002
000106230830,212420
000106671668,212420
000105792711,209401
000105976967,212420
000106364771,113422
000106129247,212204
000106631830,212204
000106494697,123410
000106329480,212204
000106389490,231800
000106297737,212204
000106493374,212306
000106342568,462300
000106212155,302502
000106455352,221500
000106509174,212203
000106436469,108103
000106690187,212203
000106456667,212203
000106366668,212203
000106477544,212203
000106432290,212410
000029455640,131800
000106679166,212610
000089126332,212610
000106419578,212204
000106123699,222000
000106478825,211000
000054418391,219700
000105939014,216100
000106164619,211701
000106419824,212700
000106328395,212700
000106586517,212700
000106326835,212700
000106254095,212700
000105790337,271900
000106168236,211702
000106128835,300902
000106213376,192410
000106235089,212700
000106385289,212700
000106072121,212700
000106670366,212700
000106476019,212700
000106472277,212700
000106544672,212700
000106162617,211702
000106078795,211702
000106412461,211702
000106126626,211801
000106307081,212610
000106057025,212610
000106419170,212620
000106211269,920110
000106650105,207500
000106673932,212304
000106525433,212304
000106389534,183610
000105935455,217100
000106210027,552900
000106211078,212305
000106453685,482402
000105802162,212305
000105979172,211000
000039204073,211000
000106437795,211000
000105994590,211000
000106039277,212700
000106384505,460501
000106527634,212700
000106477060,212700
000106588462,212700
000106419798,212700
000010899752,212700
000105911923,900806
000106657356,530204
000079865955,212303
000106186720,212303
000106161103,212303
000106638777,212303
000106670374,212306
000106165259,212306
000106343166,403408
000106107783,212306
000106291838,209401
000105806776,216200
000106635952,212610
000106277908,212610
000106233862,212620
000106168231,212610
000106293788,212610
000062067722,197420
000106230885,212620
000106307206,212620
000106211565,212620
000106073729,212620
000106107408,212610
000106010452,211701
000106457977,620800
000051220885,192300
000106075700,213320
000106369894,213320
000105822530,213320
000106108153,540901
000106458208,213320
000046845205,199300
000105934632,213320
000106231690,221600
000106341091,209520
000106236682,209520
000106212451,224310
000106450302,224310
000106430196,224310
000106343200,224310
000106659308,213401
000106500701,213401
000106389597,213402
000106123181,128100
000106121215,213402
000106477955,213402
000106652131,213402
000106140200,213402
000106459801,213402
000105882948,213402
000040062897,213402
000106070603,209820
000106276520,221110
000105992718,221110
000105802638,670003
000106326615,221110
000094565277,221120
000106386303,221120
000105957003,221120
000106293487,212420
000106298238,544000
000106231218,232600
000105992836,213201
000106416164,213201
000106237565,213201
000105930015,213201
000106258125,213201
000106161378,115101
000105846180,213202
000106383046,213202
000105992849,213202
000106433377,213202
000106143318,221500
000105866414,213202
000106325143,213202
000105821720,221210
000106503877,221210
000105825965,221210
000106439962,221210
000106636225,540501
000106299409,238400
000106654387,221210
000004827838,221210
000106329650,221120
000106143258,221210
000106349316,221210
000105930691,213320
000105919099,213320
000106619821,213320
000106169559,213320
000106475393,185320
000077689927,213320
000106458656,212100
000106450137,221220
000105802138,221220
000060026804,221220
000105824590,221220
000039228584,221220
000106033912,221220
000106672012,235201
000105867627,221220
000105932999,221220
000106619960,221220
000105795947,221220
000106652097,221220
000079538093,221220
000105991869,212305
000106520894,221220
000106471441,221220
000106012381,208904
000106098566,209520
000105778920,222000
000106251982,209520
000106347521,209520
000105792520,224320
000106058801,224320
000106549130,224320
000106670280,224310
000105956748,224310
000106071345,224310
000105840529,224320
000041522069,240500
000006792991,209520
000106509470,212500
000020112099,209520
000106271402,460501
000105842453,209520
000106583624,209520
000051571821,224320
000106254008,224320
000106345668,224320
000105792546,224320
000106565177,119200
000105846402,239200
000105779167,920107
000105991107,231300
000106437148,221210
000106142859,221210
000106127151,221301
000106256555,221301
000105842479,221301
000106585317,221301
000106306093,127510
000106345118,221301
000106650168,221301
000106123047,209510
000006917390,209510
000105910647,212306
000106500866,213310
000106563785,651221
000105976933,213320
000105979698,213320
000106527697,213320
000106145593,213320
000087679720,213320
000106580639,213320
000106142325,213320
000106322959,213320
000106233231,213320
000106476755,221220
000106432363,221220
000106079110,221220
000106650406,221220
000106214806,221220
000106367091,221220
000106187239,550600
000106347738,221220
000105848514,221220
000105801755,221220
000105800128,221220
000105797981,219020
000106058453,213320
000106450878,213320
000106321924,212500
000106451447,222600
000105849544,209510
000106329684,213402
000106292088,213402
000084372199,213402
000106073046,910503
000106410731,221120
000106416915,221120
000106167010,237100
000088244453,237400
000106433885,231220
000106584405,221120
000106455886,199202
000105974127,237500
000105994236,224310
000106144306,224310
000106306064,212305
000106346957,203720
000106368709,213310
000106436359,213310
000106509417,213310
000106343108,213320
000105884589,543801
000105826542,920334
000106074479,218120
000105843519,213310
000105888020,213310
000106563311,213310
000105844523,221210
000105864687,221220
000106565782,221220
000106413844,213401
000106019150,213401
000106414206,554518
000050328287,213401
000106675780,213401
000106509768,213401
000105869187,213401
000080959533,213401
000106454673,242300
000106549279,231400
000106543980,209401
000106497912,213402
000106382930,213402
000106108920,213402
000042117018,221110
000106568117,221110
000106459571,123510
000106417440,221110
000105952391,221110
000106417699,221110
000106075857,221120
000106056401,221120
000105884288,221120
000106471768,221120
000106304724,201301
000105998248,221120
000106053657,213201
000105807390,221120
000106140433,221120
000105915016,221120
000106120374,221120
000105996571,106020
000106650058,221120
000106432533,221120
000105847440,221120
000106474732,212610
000105869292,213320
000106011961,213320
000106657306,910604
000106473752,213320
000106272241,213320
000106617492,213320
000106094774,213320
000106075682,213320
000106016107,211920
000106368513,213320
000106297596,199400
000106490156,213320
000106212744,221220
000105846729,221220
000106632755,237100
000105846842,221220
000106584874,221220
000105848035,221220
000105795366,221220
000106164779,221220
000106213538,221220
000106167230,221220
000105887113,221220
000106613854,238000
000106676197,212305
000106105121,212305
000106651928,234700
000004007056,213201
000050632228,533104
000001186921,221210
000105977879,208400
000106365439,221210
000106304703,209510
000105934019,209510
000106588682,403320
000106308105,205120
000106186694,213201
000106120329,221110
000003818586,221110
000106349688,221120
000106456167,221120
000105847801,221120
000060510929,221120
000106070132,221120
000105800961,211702
000105849617,213201
000106492263,234600
000105883559,220000
000106567700,218500
000106676362,211410
000106656656,211701
000106329723,221301
000106630826,221301
000106328379,221302
000106416821,209510
000105972382,209820
000106210124,209820
000106323007,226410
000105885080,221210
000105971069,221210
000106290905,221210
000105970555,900602
000105977065,221210
000106679519,221210
000106305186,221210
000105840906,221210
000105975275,212202
000106299433,212202
000093803776,535102
000106652348,213401
000106497454,213401
000106128806,221210
000106650341,212202
000106475712,203200
000106475157,212202
000106214908,572302
000106275134,219020
000090415315,212202
000105827048,221820
000106169465,222000
000106458232,186401
000106217079,221820
000106145734,221820
000105915723,224600
000105916054,228320
000106098320,221820
000105822103,221820
000106325106,221710
000106459209,217200
000106544520,222000
000011201585,221820
000106079322,221820
000106120845,700500
000105937915,221820
000106210116,221820
000105845781,221820
000106057266,191500
000106073656,227010
000105809334,531202
000106388347,221820
000106410375,187300
000106102377,221820
000106494744,226410
000105976307,224200
000106560876,221820
000106103970,530801
000106431993,226420
000106058437,212410
000093176548,221820
000105863725,221820
000106097426,221820
000105804258,221820
000106547133,221820
000106304075,221820
000105869357,570003
000106183390,221820
000106078376,650901
000106321568,221820
000105822527,221820
000105825724,232400
000106036790,602800
000106438555,224600
000105919510,224420
000106522545,224420
000078018507,221820
000106634053,221820
000106298770,221710
000027297410,221820
000086978882,221710
000106073253,221810
000105867384,221810
000106079440,221710
000106618765,221600
000105934823,221710
000106525580,221710
000105846839,219020
000105793136,224420
000028887304,224420
000105795324,224020
000106586148,221600
000106672907,139501
000105869190,221600
000106542015,221600
000106456117,221600
000105991199,231220
000106655781,221600
000106619122,221600
000106472353,221810
000105972214,222200
000106413755,222200
000106309444,221900
000106419510,221900
000106349146,221900
000106527684,221900
000106492137,234900
000106673592,236100
000106437994,231220
000106589604,222000
000105978210,221600
000106582123,221600
000106257205,221600
000106219348,221600
000105864365,221600
000106301970,535607
000106419531,221600
000106452244,221600
000105880056,221810
000106308414,221810
000106306048,221810
000106073389,221900
000106277767,222500
000105994867,221900
000106016199,221600
000106636571,219500
000106456578,222600
000105910016,219010
000106290015,222600
000106523863,222600
000105933262,221600
000106454275,221600
000106329312,221600
000105823099,703200
000106253418,221600
000105990211,221600
000106386426,433200
000106528229,221810
000106543105,221810
000106634980,237200
000106254207,231210
000106010266,195100
000105802285,221600
000106458135,221820
000105800084,221820
000106278310,221820
000106328942,221810
000106436508,222000
000090073764,221820
000106588153,221810
000106450857,224420
000106548804,224420
000105931252,224420
000106160199,231220
000106185567,222600
000106632904,222600
000106056537,231210
000106279421,231210
000106231328,231210
000106106423,222600
000106412738,231210
000079081096,224020
000105910524,224600
000106508107,238000
000105957139,224600
000105885373,231100
000106366113,224410
000106149754,224410
000106500293,224410
000106451272,224410
000105829972,222200
000105913360,231600
000105821110,222200
000106052606,222200
000105993751,222200
000106162536,222100
000106546776,234700
000106436697,235201
000106077118,222100
000105864682,222100
000105880166,222100
000106076010,222100
000106305830,222100
000106146625,236100
000029786917,221600
000106633036,221900
000106368762,221900
000105883444,221900
000106475102,224410
000106106656,222600
000106234193,235201
000105792449,231210
000105885721,224410
000079997734,224410
000106436362,224410
000106360502,224410
000106417568,224410
000106258840,224410
000106526028,224410
000106128000,221710
000105840870,221710
000106639697,221710
000106342322,221710
000106348378,221710
000106617361,221710
000106100951,221710
000106631458,221710
000106146379,221500
000105939983,221710
000106497632,221710
000106504404,234900
000106258950,603900
000106525535,221710
000105881023,221600
000039429891,221600
000105918551,228500
000106633280,224410
000106165039,228420
000106451989,224410
000105820863,224410
000106611129,221600
000105777704,221600
000106234842,224410
000106104248,602106
000106450307,221710
000105919489,221710
000106166975,221710
000106564087,221710
000106632572,221710
000106035139,221710
000106010588,221710
000106077171,221710
000105866359,221710
000061140523,221710
000106589256,221600
000105826788,224420
000106587759,221400
000106231506,221710
000106500620,533902
000105843624,224200
000106185737,224410
000106631953,224410
000105820520,224410
000106097777,224410
000105820871,224410
000106508461,208800
000106096386,221710
000105826819,221710
000105955925,221710
000105973977,221710
000106474355,221710
000106167984,221600
000106562488,221600
000106146510,221600
000106690640,221600
000106470005,221600
000106635460,221600
000106451594,207900
000106651457,221600
000077408627,224410
000106073245,241200
000009896789,221710
000106340320,127801
000105821474,221710
000105828293,219300
000106140734,228100
000106651407,920105
000106525844,236100
000105822263,221600
000106412607,221600
000106098312,221600
000106564927,221600
000105979745,221600
000106166616,219300
000106231438,224020
000106474504,221710
000106364506,227010
000105886670,221710
000106140310,221710
000105792821,111301
000105795942,221600
000106236658,236400
000105802599,186100
000106106897,224700
000106434213,620522
000106034785,221820
000105829817,221820
000106459330,228320
000105919235,221820
000105778080,221810
000106434506,221810
000105972675,221810
000077519684,221810
000106272990,221400
000106073428,224600
000106321050,224600
000106433990,221820
000105805940,221820
000105821788,221820
000106540241,221810
000040750963,221810
000106691086,221810
000106458481,221810
000106258879,221810
000105910003,221810
000105820321,221301
000105994558,236100
000106274764,236100
000106347542,181400
000106453591,236100
000105880064,276000
000105930057,236100
000105792203,236100
000106497886,272302
000106270299,236100
000020686042,236202
000106434912,235100
000031395594,236100
000106475898,276100
000105999286,236000
000106369239,236100
000105975851,236100
000106508673,236100
000106303650,236100
000106320902,236100
000106618508,236100
000106450750,236400
000040668695,237800
000106637585,236100
000106490318,236100
000106232031,236100
000105847495,236100
000106056574,703002
000106250630,236100
000106653721,703200
000105827580,236100
000106096860,236100
000054812030,236100
000106343417,201501
000106675683,236100
000001388218,703200
000106415024,234700
000106059771,234600
000105956303,236100
000106435227,236100
000106472086,276100
000088887303,236100
000106435620,236100
000106528431,236000
000106149819,234200
000106673194,278000
000106492043,236100
000106164130,236100
000106569260,236100
000106128217,278000
000106349183,236100
000106568523,236202
000105887896,236100
000106308388,236202
000105959597,236100
000006408598,238100
000106584243,236100
000106630567,703100
000105888583,236000
000106301912,236000
000106271740,236000
000106655998,236000
000106309583,236000
000094456424,236000
000105797509,236000
000105933131,236000
000106652364,236000
000106528871,920040
000105869501,703200
000106233757,703200
000106478537,554521
000106368204,703002
000105881086,703200
000105933042,703200
000105955378,703200
000106232329,235100
000106253654,703200
000106651371,278000
000105910317,234000
000105885608,234000
000086266608,234000
000106458119,234000
000106587490,234000
000106070302,234000
000105845142,234300
000106011084,543000
000106471938,234000
000106306598,234000
000105792884,231500
000106090880,234000
000106305246,234000
000105807701,236100
000106160589,234000
000106183366,234000
000106503607,234000
000106522503,234000
000106033132,602503
000106651017,234000
000106101541,234000
000105975458,234000
000106431493,236201
000106369920,234300
000105932486,236202
000024113927,236202
000105975500,236202
000079606460,237400
000093207274,236202
000106456586,236202
000105938461,236202
000105824100,703200
000105954704,703200
000106672164,703200
000106298518,703200
000106658522,234800
000105862046,463500
000106250805,234200
000106016827,234200
000105957553,234200
000106125463,234200
000079600744,234200
000106677821,234200
000106432871,236000
000106349031,234200
000105848381,234200
000106348899,238400
000106079319,234200
000106036478,234200
000105867863,234300
000106430214,234300
000106329118,236000
000106252624,236000
000105779638,236100
000105935400,236100
000105971784,236100
000106039675,236100
000105846290,236100
000105994731,236100
000089109988,236100
000105806292,236100
000106419285,236100
000105821770,236100
000106632747,236000
000007472855,920326
000105885417,236000
000106304790,234200
000106033399,234200
000106528274,234200
000105828667,602800
000106678042,234200
000105979614,234200
000089019133,234200
000106320994,234200
000105861639,234200
000023093168,234200
000061183956,236000
000106039764,703002
000106212676,236000
000105866008,236000
000010213932,236000
000106180371,234300
000106094444,236000
000067144080,236000
000106436485,236000
000105805335,236000
000105800416,600911
000106148148,236000
000106292931,236000
000105930730,236000
000106306475,236201
000106414976,219010
000105998730,216300
000106144982,236100
000106252975,234500
000106309198,236100
000105972769,216100
000106361134,403317
000106237528,236100
000106183308,541802
000106104620,236100
000106277851,235100
000106509535,236000
000106430162,236000
000105936299,236000
000106185198,236000
000106434975,236100
000030075495,236100
000106211641,236100
000105790201,236100
000106106680,236100
000106679412,543000
000106677596,234300
000106675840,238100
000106458350,276100
000003900540,601302
000106655309,236100
000106057033,236100
000106477390,234300
000106294608,910203
000097066197,234200
000106146638,234200
000106522692,234200
000106451625,234200
000105972329,234300
000105957163,267100
000106305259,234300
000106238215,703200
000106129506,703200
000106615945,703200
000106211277,703200
000105959932,703200
000106293644,703200
000105860329,703200
000106030032,703200
000106384958,703200
000106544169,703200
000106613016,703200
000106079123,703200
000106524348,670411
000106561424,703100
000105885852,703100
000041299965,703100
000106564105,236201
000106126100,236100
000105979253,236100
000106232264,236100
000105932703,117510
000105827161,236100
000105992543,236201
000106584358,236202
000106252849,703200
000105973532,703200
000106256827,231500
000106472963,234200
000105959733,234200
000105804855,234200
000105820952,234200
000106586392,234200
000105778140,234200
000105951764,530003
000106234680,234200
000106478778,234200
000105881604,234300
000106567446,234300
000105932596,234300
000106275668,234300
000105930748,234300
000105995017,234200
000106431838,234200
000106146609,240600
000101179530,234200
000106543184,234200
000105888368,234200
000106230652,234200
000106231988,236000
000106385991,236000
000106183230,236000
000106436265,236000
000106120170,236000
000105886138,236000
000031669867,703200
000106675507,703200
000106141963,703200
000105793084,703200
000106563638,601211
000105910862,236100
000106347628,236100
000106618781,236202
000105822187,236100
000039512034,601301
000105935484,236100
000106494786,703002
000106673597,236100
000105912160,236100
000106300068,232400
000106439904,237100
000106415922,236202
000106320481,703200
000030347847,703200
000106254744,703200
000106567496,703200
000106297847,108104
000077489276,236000
000106059116,236000
000106237036,236000
000105934543,236000
000106322849,236000
000106182705,236000
000106455548,236000
000106411863,236000
000106345799,236000
000106653962,236000
000106234169,703200
000106129399,218500
000106490313,236201
000106305479,234000
000106569561,234000
000106545615,234000
000106340079,234000
000106528509,234000
000106521824,234000
000106216188,900703
000105846834,235100
000106619698,234000
000105867114,234000
000106185368,234000
000106471420,234000
000106018447,236000
000105914060,236000
000106304180,236000
000106612081,216100
000054529586,236000
000106256880,236100
000105953457,236100
000084603806,600702
000105916119,234300
000106168320,236100
000106079615,236100
000105998947,236100
000106651096,236201
000106455307,236201
000106345820,236100
000050907788,234600
000105867635,236400
000106472984,232600
000105974216,236100
000106650163,600912
000106056715,236100
000105974164,231400
000106525394,236201
000105951463,236201
000106431265,236201
000106528038,236400
000106129111,236100
000106234156,236100
000105999943,236100
000106568756,236100
000106329985,236100
000106271025,236100
000096873034,236100
000079460139,236100
000106123806,219010
000003982603,236202
000105933089,703002
000106128827,236100
000105918242,236100
000106457888,236100
000105974936,231300
000106010923,234700
000106012828,600702
000106055303,238200
000106101169,237400
000106412953,236202
000105883758,236202
000106411606,236000
000106216756,236000
000105887058,234300
000105998769,234300
000105829812,234300
000088112991,234300
000106386646,234300
000106475411,601302
000106096632,234300
000106548113,234300
000105795824,236100
000106617256,703200
000105798961,703200
000106291558,600702
000023382692,703200
000056380846,236400
000106295442,703200
000105974761,703200
000106301983,703200
000106509080,703001
000106560224,236000
000106690904,234000
000106382537,234000
000106271724,234000
000105936391,234000
000105937119,234000
000105791037,703100
000106506469,234000
000105860926,234300
000106219270,234300
000106168647,234000
000106277131,703200
000105950530,234300
000105848519,219800
000106690530,236000
000105934357,236000
000106079013,236000
000106382061,236000
000106544703,236000
000106361464,236202
000106056249,236202
000106308786,269600
000106235806,236000
000106127698,236000
000106472934,300502
000105869645,212303
000105849515,134101
000106141439,212100
000105849675,212100
000041214168,212100
000106218559,212100
000105869425,117302
000106211243,212100
000106095296,211802
000106652720,125310
000106676731,211000
000106632365,211802
000106219157,211802
000106547390,212500
000105975898,211802
000106493604,212610
000106451146,212610
000106320520,212610
000105970393,211701
000077970924,128800
000106125874,211701
000059131094,503703
000106348190,139501
000106147508,212700
000106092984,212700
000106214819,408722
000028912827,211320
000106656460,211000
000106415388,211000
000106258612,139400
000105849879,231720
000105930264,228320
000106675183,228320
000106095330,228320
000106522286,228320
000106526604,226420
000106455755,228320
000106076963,228900
000106187844,228320
000105849382,540700
000106322865,232110
000106506998,207900
000106474211,228100
000106274387,209200
000106306459,201503
000106168579,228800
000105805306,228320
000106613422,228320
000106432868,231720
000106101339,228320
000053006814,183300
000106613600,228320
000106635664,232800
000106433181,232800
000106659816,228320
000106305521,228320
000105862949,131010
000106014176,242600
000105845451,228320
000106473422,228320
000089126751,228320
000105932800,228320
000079513361,228320
000105887079,228320
000037332434,228320
000106293513,203600
000106016217,228320
000106580260,181400
000105868327,228320
000106030493,228320
000106161828,228320
000106560148,231800
000106101075,228320
000105955483,228320
000105779138,228320
000106419808,192520
000106635020,228320
000106438982,226700
000106450412,231710
000106522605,229300
000106450535,228410
000106183641,232800
000106320499,232120
000106413912,228320
000081414310,229420
000106528651,228320
000106211471,228320
000106543037,229420
000105827064,240700
000105978155,181400
000106476331,228210
000105862656,228320
000106631110,191810
000106185114,228320
000106320114,228320
000096275417,228320
000106121985,226700
000106631089,228320
000106520640,228320
000106181990,228320
000106256034,228320
000078189760,229420
000106433487,228320
000106235005,228320
000106650498,229100
000106011681,228320
000106077074,231900
000106457422,228320
000106589264,228320
000106070182,231800
000106057070,231710
000106362944,600100
000106676621,540800
000106211955,228900
000106439409,228320
000106431171,228320
000061100525,201110
000105841960,228600
000106522618,228320
000029037364,228320
000106182360,228320
000106108690,228320
000106452820,228320
000105845325,228320
000106098663,532800
000106270142,228320
000106654191,228320
000105917160,228320
000106259485,183700
000105957184,228320
000105869488,234500
000106459102,186300
000105886387,226000
000106561513,226000
000105866197,226000
000105957008,229100
000091771727,430900
