familyid,CT00
000106056265,236000
000106108849,236000
000106439108,236000
000105865560,800323
000105791799,600702
000106079149,236000
000106104701,236000
000106631885,310600
000105804444,236000
000079469476,236000
000105995711,236000
000106414662,236000
000106431359,236000
000106471483,236000
000106213017,218600
000106305555,218600
000105991110,218600
000106056804,218600
000106631686,218600
000106433704,218600
000106659497,218600
000105937318,218600
000106251270,218600
000106238286,218600
000106386502,218600
000106308799,218600
000106347380,220000
000105807837,219700
000106582869,219700
000106306412,219700
000106030702,219700
000106636466,219700
000106275532,219700
000106219254,219700
000106453818,218700
000106291095,703200
000106436749,218700
000106569163,218700
000106455768,218700
000105827234,218700
000106210182,218700
000106030647,218700
000105841915,220000
000106070166,220000
000106298254,220000
000105865829,220000
000105778284,220000
000106216934,220000
000105807612,220000
000106235288,220000
000105913412,219500
000105885938,219500
000105959474,219500
000105953148,219500
000106614473,219500
000077515973,219500
000106307785,219500
000106479892,236100
000106073177,218700
000090895360,218600
000106436786,218210
000106340184,218300
000026515290,218300
000106322860,218500
000106479559,218400
000106638028,218700
000106276813,232500
000106618391,218700
000106104031,218700
000106385001,218700
000106075909,218700
000106454479,218700
000106098168,218700
000105796914,218700
000106475720,218700
000034129754,218700
000106328816,236400
000105886353,238000
000106291249,220000
000106233150,235100
000106347788,220000
000106307256,220000
000106343268,220000
000106619067,220000
000106583137,220000
000106231721,220000
000106233082,219500
000105979965,219500
000105889322,219500
000106614672,219500
000106164562,219500
000106588470,219500
000106278857,219500
000106100142,219500
000106259930,236100
000106167963,236100
000106584251,236000
000106638073,236000
000106521112,236000
000105846588,231500
000106017548,238000
000106586651,571502
000106329066,218600
000106508720,218600
000106094575,238000
000106548684,238000
000106298597,238100
000106052821,218600
000105991982,600400
000106477777,218600
000105865905,186402
000105934967,217100
000106362287,221400
000106212927,910203
000106309813,218600
000105804088,218600
000081055488,570202
000099736041,218600
000106630813,218600
000106299784,218600
000106414057,218600
000106382765,220000
000106295829,186402
000106103409,220000
000106672821,460502
000106161938,218220
000106416554,234900
000106238118,220000
000106634480,220000
000105842678,220000
000041850634,220000
000106631547,220000
000106630004,220000
000106547138,219500
000106279706,219500
000105841059,219500
000106140522,219500
000105844492,219500
000106501257,219500
000105845032,236100
000105953376,236100
000106363741,218600
000105800819,192700
000106455425,219700
000106142388,240400
000106691609,219900
000105884916,219900
000106056833,219900
000105801718,218500
000106234295,218500
000105795798,113202
000106291980,700100
000105887582,218220
000105842364,218500
000106617968,218500
000008846768,218500
000106341965,218400
000003988735,218400
000106691413,620701
000105798987,482522
000106565046,218400
000106363149,461300
000105807617,218400
000106586347,218500
000106478189,218500
000105917597,218500
000026007520,218500
000106418218,218500
000106324862,218500
000106411499,218400
000106418174,218600
000105808574,216900
000106545047,220000
000106503563,220000
000106368319,220000
000105800026,220000
000106212333,220000
000106656740,220000
000106437392,220000
000106580812,220000
000106412490,220000
000106504527,220000
000105790303,220000
000106411740,220000
000106635907,220000
000105933288,220000
000105991102,219700
000106651261,219700
000040427136,209200
000105974813,405600
000106568890,209200
000105914811,209200
000106143740,205120
000106094651,900504
000106218855,209200
000030210851,209200
000106617340,209200
000106388070,461000
000106256563,209403
000106320758,209403
000106349612,209403
000106329600,135203
000105979326,530500
000106418551,209101
000106303299,209101
000106291731,241000
000106526298,207710
000105917534,209300
000106054161,209300
000106430081,209300
000105974279,209300
000106279662,208904
000106167858,650001
000041256600,207500
000106035029,209403
000106211913,222200
000106257307,222000
000106472578,201401
000106439027,222000
000106107958,222000
000106431697,222000
000106059836,212900
000106074738,222000
000106059904,189800
000106569503,700500
000106479570,213100
000106275163,270100
000105930573,218120
000105915901,219300
000105800377,222000
000106657911,222000
000105863461,222000
000106076036,222000
000106103768,222000
000106295421,222000
000106438026,231300
000106633858,222000
000106325091,191500
000105880535,222000
000106250525,192520
000106253094,212304
000105809855,219700
000106160343,267900
000106231496,700600
000106650516,222000
000106615000,219700
000105990287,278000
000105846693,222000
000105861846,219700
000106308472,222000
000106414882,222000
000106678534,219700
000106050421,502700
000084733146,222000
000106051427,212900
000106349227,222000
000106120167,222000
000105863893,219700
000106140098,219700
000096989910,222000
000106212626,222500
000006888912,222000
000106017865,204300
000106430170,222000
000106321856,207400
000106634448,270100
000106521471,222000
000106149288,221900
000106273027,222000
000106430154,232800
000054491861,270100
000106670421,222000
000106126943,213402
000106472976,222000
000105805356,222000
000106586520,222000
000106272453,222000
000105931854,234700
000105868526,222000
000106271795,218900
000105867583,213320
000106365780,218900
000106494760,222000
000106414256,188200
000105862091,209200
000106456861,222000
000106523779,217200
000106416669,206010
000106277843,214800
000106587348,232120
000106053602,234500
000106308058,222000
000106459961,222000
000106614305,222000
000106561107,222000
000106507753,222000
000105820897,222000
000106213410,540901
000106528677,222000
000106584824,222000
000106565198,222000
000106184838,222000
000105820677,221302
000106493510,222000
000106541043,221302
000106455844,222000
000106149521,222000
000106381578,222000
000106613058,218800
000105888062,222000
000106294247,218120
000106360463,207400
000106295594,222000
000106635101,192410
000106586326,533202
000106323633,219700
000106124807,600100
000105829197,222000
000106527142,221301
000106497640,222000
000106104714,222000
000105886044,222000
000106252792,222000
000106435463,222000
000106231975,205120
000085760877,222000
000106584434,222000
000105799551,209200
000106217508,222000
000061903513,222000
000106520535,278000
000035776367,222000
000106160063,222000
000106414751,219300
000106237918,190700
000106412437,222000
000041090972,222000
000106672651,219700
000106277746,234700
000006137383,219020
000106381858,222000
000105999914,222000
000106258730,191810
000105829529,222000
000106213004,221400
000106128571,221302
000007326890,222000
000105845760,222000
000106504205,271100
000106540204,222000
000106632310,231300
000106320606,222000
000106476491,237300
000105959615,222000
000028823719,222000
000106549664,222000
000105777212,462200
000106612599,234700
000106435793,703002
000106252268,265200
000106690307,222000
000106492022,220000
000106104803,219700
000106618731,222000
000106320716,271802
000106108462,240600
000105913514,222000
000106450336,222000
000106411622,222000
000106308561,226420
000105826403,603101
000106580728,222000
000106058005,533403
000007500928,219020
000106032026,222000
000106453169,222000
000106057127,222000
000106161315,234500
000106073596,221500
000106298712,238400
000105866867,221500
000106166666,218700
000106418014,221500
000105953431,703002
000106491987,221400
000105847097,650800
000106218473,221400
000105883981,221400
000106252501,408102
000105794438,221400
000043742390,221400
000106301682,218900
000106474737,218900
000105970314,218900
000106528897,218900
000105938979,237400
000092473069,218900
000106618650,218900
000106368893,218900
000106273137,218900
000106299836,218900
000106300982,218900
000105778187,218900
000106275511,222200
000106659764,222100
000106034625,222100
000106098715,222100
000106325198,222100
000001075901,222500
000003706439,222500
000029162798,231300
000105991047,231300
000106275011,231300
000105820818,231300
000049417430,219300
000106418022,218900
000106360905,218900
000003182435,218900
000105914573,218900
000106301637,218900
000106526531,222000
000106016602,219300
000105868796,218900
000106274793,219300
000106522574,219300
000105827792,219300
000106035558,219300
000106143389,405500
000106275618,219300
000106301098,219300
000106417644,234200
000106329553,234200
000106675811,234200
000106503505,234200
000105808817,234200
000105915472,234200
000040846010,234200
000106143698,234200
000106253722,234200
000105846800,234200
000106670405,221500
000106031737,221500
000106320318,221500
000048426494,231400
000106366087,239200
000106544839,219020
000106386434,219020
000106431558,219020
000106433500,219020
000106545814,237500
000106452752,234200
000106678225,234200
000106342063,234000
000106073583,234000
000106293102,237720
000105911931,222000
000106074233,221400
000105849565,221400
000106586533,221400
000106638094,221400
000106369522,222000
000105937481,221302
000105820290,550200
000106435691,212610
000106410121,222000
000106309415,910710
000041297950,234000
000106523465,234000
000105793319,234000
000106129098,460700
000105910029,222000
000106633971,234000
000105999095,234000
000106674755,221210
000106691942,221500
000105930785,235201
000106092251,218800
000106305652,218800
000105888708,234000
000103532615,234000
000052709709,232400
000105827810,221500
000105806585,221500
000106127318,221400
000106508628,222200
000027787057,211500
000106230796,222000
000105823104,234000
000106109552,234000
000106292643,222000
000106501456,222000
000105820740,222000
000106346347,218800
000028351158,218700
000105992271,218900
000106212605,219010
000106561474,219300
000106306276,219300
000077531407,219010
000106253942,206200
000030505535,218400
000106457613,219020
000106455624,219300
000039555747,219020
000106056870,219020
000106274641,219020
000106033608,219020
000106654442,234700
000106614062,218700
000106654159,218700
000105912220,219300
000106651973,219300
000106030707,219300
000106120581,219300
000106076777,219300
000106381921,219300
000106306491,219300
000105930772,219300
000100213017,219300
000106618883,218700
000106278530,218700
000106270087,218110
000105954644,219300
000077556370,219300
000106259634,219300
000106250619,219300
000083940388,219300
000106290502,219300
000106234512,219010
000106636479,219300
000106492190,219300
000105930324,219300
000106213054,276100
000106346494,541700
000106231564,219300
000106100794,219300
000106169389,219300
000105970615,217200
000094434847,218700
000106185575,218700
000105841245,218700
000106324841,218220
000106237609,218800
000105842665,222500
000106658093,218800
000106365565,218800
000105950718,219020
000106033755,218800
000106566327,218800
000106656177,218800
000106149152,218300
000106237468,218900
000106504700,218900
000106611001,219010
000106019260,604100
000105821893,219020
000106320020,219020
000041096300,219020
000105805822,218900
000105911656,219020
000106306315,219020
000106691492,219020
000106543257,219020
000106290780,219020
000106325376,219020
000106166441,219020
000106272924,221400
000106275642,221400
000105974376,221400
000106690271,221400
000097996804,221400
000030769148,221400
000105866943,221400
000106050036,221400
000105863076,221400
000106031805,221400
000106292711,221400
000106076578,221400
000106036054,221400
000106233074,221400
000023850458,221400
000105887854,221400
000106014969,218800
000105803304,218800
000036234841,218800
000106306548,218700
000105848242,218700
000050942529,218700
000106369352,218700
000106146536,219500
000106584861,218700
000106034374,218700
000012506698,218700
000106212207,703002
000106274853,600902
000106231292,218700
000106509153,218700
000106107102,221500
000106523274,221500
000106308312,221500
000053912230,482101
000106256592,221500
000106215417,221500
000078141824,221500
000106676799,221500
000105799983,221500
000106564804,221500
000105952715,221500
000002754940,221400
000106676189,234900
000105861147,221400
000106323764,221400
000106250729,221400
000106658768,221400
000106212749,221400
000106636165,408623
000105823476,218700
000106500329,221500
000106320711,221500
000105799271,221500
000106566623,221500
000106073499,221500
000106452016,221500
000106079466,221500
000105956798,221500
000106457414,221500
000105888839,221400
000105844303,221400
000106143127,221400
000103240120,221400
000106121760,221400
000106614452,221400
000105912181,702201
000106631563,218600
000106366809,221500
000106434933,221500
000105866579,221500
000106328188,700800
000106231556,221500
000106475351,221500
000106146405,294420
000106299137,234300
000106412013,218800
000106036936,218800
000106254626,234800
000106612141,218900
000106210909,218900
000106323565,219010
000106563609,219010
000041852301,219010
000106167442,219010
000089071750,239800
000105803396,219020
000106232112,219020
000105846232,219020
000106455072,219020
000106251607,219020
000106367562,219020
000106416703,218800
000106032602,218800
000105992404,218800
000105801904,218800
000105806792,218900
000106322828,218900
000104656753,219010
000106104913,219010
000106655388,219010
000105959115,219010
000106419696,219010
000106658501,192420
000106610937,219010
000106121231,219020
000106321107,219020
000106218850,219020
000105806611,220000
000106506354,603003
000105866430,219020
000106586287,219020
000105997742,703002
000106107432,218800
000041219354,218800
000106057410,218800
000105939771,218800
000106659560,218800
000106383795,218800
000105862376,218900
000106298775,541200
000106342791,218900
000040953387,218900
000106675065,211320
000106674815,218110
000105939506,218110
000106127876,218900
000106678505,543303
000106254223,219010
000105913938,237400
000106654617,219010
000106450006,703002
000106415171,219020
000106011898,219020
000106455491,218800
000106347660,218800
000106255698,213100
000106234855,218800
000106493484,218800
000105936362,218800
000106076544,218800
000078901641,218800
000106584840,218800
000106257404,218800
000106410252,430002
000106637153,218900
000106637938,218900
000106054739,218900
000106073753,218900
000106075349,703200
000105803590,219010
000106302879,212203
000078018439,219010
000106451939,219010
000106635680,217200
000106498395,270300
000106231271,219020
000105993913,219020
000106187849,242200
000105829867,219020
000106477617,219020
000106168139,238200
000106439491,219020
000106298759,219020
000012726377,218800
000105821131,218800
000105821322,221400
000106303252,217200
000078187336,218900
000003389073,218900
000106524335,218900
000106562679,218900
000106504381,219010
000106676150,219010
000106639388,219010
000084245959,219010
000007470808,219010
000106056817,219020
000106276884,219020
000106343195,219020
000105801784,218120
000106671786,217200
000106106685,217200
000105867554,217200
000041478959,217200
000106030309,217200
000106419502,217200
000106015614,217200
000106055963,217200
000106658967,231400
000105804596,217200
000106075310,217200
000105863283,217200
000001073360,217200
000106093207,217200
000106676794,217200
000106611446,218300
000106451586,217200
000105998269,600801
000087611738,703002
000106033624,534802
000106650087,217200
000106216882,217200
000106651907,217200
000106637755,217200
000106437101,217200
000105882684,216300
000105809711,700200
000106540628,216900
000106103674,554516
000106277089,216900
000106586083,218300
000106075271,218300
000097482638,213100
000106670913,212700
000105803231,212700
000106145145,212900
000106342576,218120
000106162667,221302
000105971933,221302
000105823528,217200
000106295803,218120
000106125536,218120
000106581054,221302
000105862999,212700
000106016623,212700
000106211175,212700
000106169826,212700
000106302997,213201
000106433754,219020
000106455666,212900
000106691578,212900
000105889534,212900
000105950352,272200
000106210221,212900
000079730212,212900
000106342335,120400
000106432423,212900
000106561893,218110
000106097654,218110
000105795989,218110
000106618176,220000
000106340338,218110
000106161792,218110
000105848124,218110
000106325070,207500
000106149377,218220
000106522689,218220
000106658077,218220
000086934343,218220
000106258183,218220
000106077448,218220
000106457171,218220
000105823604,216200
000106214924,216200
000106561128,216200
000106342681,216200
000106279078,216200
000088207709,216100
000105915626,216200
000105806640,216300
000106231381,601002
000106256429,221400
000106126396,271600
000105914654,217100
000106296485,218600
000106305539,214500
000105808184,217100
000104611218,103101
000105978794,217100
000105847738,217100
000079777848,217100
000106457082,231220
000105862135,236100
000106292994,269901
000106143449,218300
000106125926,910705
000106452286,277000
000105841180,218300
000106634469,237300
000106413603,216300
000106070365,217100
000106326144,217100
000105915702,217100
000106124519,276100
000105201128,217100
000106108129,217100
000105866249,217100
000106561704,217100
000105793364,217100
000105883960,217100
000106473265,217100
000106387168,217100
000106291639,217100
000106670413,217100
000105994838,217100
000106456895,543400
000105829448,216900
000106055426,218220
000106618786,218300
000106364776,218300
000106363885,218300
000106145506,800303
000105792305,218500
000004136895,237200
000106274638,221302
000105912848,700500
000105914824,216100
000106671833,216200
000106099774,216100
000106548736,216100
000106274455,270300
000106251181,236000
000106382736,217200
000106304070,217000
000106509263,217200
000106618228,217200
000039643189,217200
000105883151,502800
000105869153,217200
000106385556,217200
000106270333,216200
000010235315,216200
000105808919,217200
000106058652,216200
000106540466,216200
000106272848,216200
000106585150,216200
000105841606,216200
000085479032,216200
000106326602,216200
000105845095,217100
000106294556,403319
000106459885,217100
000106437672,217100
000106434852,217100
000039886022,217100
000106453800,217200
000105862216,217000
000106659769,212900
000106672669,217100
000106431503,217100
000106213981,217100
000105974855,217100
000106346614,217100
000105979538,218300
000106473561,218300
000105800495,218300
000106527833,218300
000106381028,218300
000105821796,218300
000106183829,218300
000106658242,218300
000106342152,270300
000106031724,218300
000106418433,270300
000040734641,270300
000106349434,216200
000106167829,216200
000006937831,216200
000105808338,216200
000106547112,216200
000105972913,217100
000106145289,217100
000106437559,217100
000106584531,231400
000106232073,217100
000106450454,217100
000106691918,217100
000106072710,217100
000106187894,217100
000106296922,214700
000106076081,218300
000105910448,218300
000105797428,218300
000105844667,276000
000039223225,218300
000105886251,219020
000105978574,218300
000106672224,213100
000106418632,237300
000106148017,212900
000106303286,212700
000106473702,212700
000105799815,212800
000106147249,212700
000106255012,212800
000106142781,212900
000106525674,212900
000106276850,212900
000106341114,212800
000078678034,212900
000106542751,115101
000106492797,703100
000078296540,237720
000106305979,400603
000105992247,218110
000106279154,600703
000106127172,218220
000106690920,218110
000106015703,218110
000105799441,218110
000106509271,292000
000064028534,218210
000106059852,216300
000106635318,221400
000106509129,216300
000106141366,216300
000106144649,216900
000106304203,216900
000106292826,480600
000106380409,216900
000105912173,216900
000106472078,216900
000106275414,216900
000028510664,216900
000105914963,216900
000106584162,141302
000106418247,216900
000106471179,216900
000106322776,216900
000106412068,216900
000106234960,216900
000106430361,216700
000106144377,211500
000106230233,216900
000106213902,216900
000105792834,216900
000106589890,216900
000065301832,218300
000105865154,218400
000082481256,311500
000106416245,218300
000094470472,236000
000106361888,218300
000106125201,218300
000106037424,217100
000106586928,237400
000105801108,212800
000031625323,212800
000106416318,217200
000106691256,235100
000106451879,194100
000106451308,216200
000106018641,216200
000106503903,216200
000106437651,216200
000106180143,216200
000106430044,234000
000105932355,217100
000106293115,219800
000105866391,217100
000106548545,218300
000008593911,217100
000105806470,218300
000105861626,217100
000106529678,217100
000106255677,217100
000106101473,217100
000106632344,217100
000106123791,217100
000106254545,218300
000106340375,195100
000106050141,218300
000106455860,236400
000079157555,218300
000106540479,212800
000106476629,234000
000106569922,216100
000106232866,216100
000106326762,106602
000105804931,300901
000105844285,542501
000106219296,216100
000106637967,216200
000105843328,216200
000106585383,221710
000106071654,216200
000105936333,128910
000105883106,572001
000106251254,216200
000106656185,216200
000106568803,216200
000106583234,216900
000105951824,207400
000007788173,216900
000105990216,216900
000106548642,216900
000106434739,216900
000106162549,216900
000106676118,216900
000106273933,216900
000106277254,216800
000106014883,235202
000105995567,216800
000105846478,216900
000106678652,216800
000106413776,216800
000106388224,218220
000106212150,216100
000106301849,216700
000105808273,216700
000106690603,269600
000106676139,195200
000106562409,216900
000106381303,216900
000106128908,216900
000106293217,216900
000105064294,216900
000106070276,703100
000106164172,216700
000105868246,216700
000106418700,216900
000106580231,408402
000105994192,270300
000105849379,270300
000106097175,270300
000105790484,270300
000106678610,703100
000105849421,216900
000106342254,216900
000105939946,216900
000106210001,701100
000003700938,702901
000106690470,216900
000106340383,216900
000105795133,430301
000106231289,216900
000106652704,216900
000106362601,216900
000106342267,216900
000105863806,216900
000106146256,216900
000106149615,216900
000106504661,216900
000106234423,216900
000105808244,216900
000106415896,216900
000106360332,216900
000106365620,216900
000106075221,216900
000106342513,216900
000106292782,216900
000106502931,702501
000105801153,216900
000106675044,216900
000106230864,216900
000100349594,216900
000105863610,216900
000106475505,212620
000106691227,212620
000106142896,212620
000105805738,213100
000106237735,213100
000106291833,700902
000106070857,212620
000106149699,104820
000106638874,213100
000106587542,211200
000106036928,213100
000106586290,213100
000106184613,213100
000106417827,213100
000105790858,213100
000105847199,213100
000106676600,213100
000106146285,221301
000105885030,221301
000094077881,218120
000106561165,218220
000106213884,217100
000105842987,239200
000105793330,217100
000105863783,217100
000105978105,217100
000105846790,217100
000105866011,217100
000106639236,212700
000041093784,211701
000106290544,212700
000106523083,212800
000106329618,212800
000099335839,212800
000087547970,212800
000105803765,212800
000106347534,212800
000106639744,212800
000106120599,212800
000040621064,212800
000106097837,212800
000105939912,212800
000106679909,212800
000106073295,212700
000105846813,212700
000106674768,211000
000106610186,212700
000106096679,212700
000106014383,212700
000106672004,212800
000106613299,212800
000106525598,212800
000086993739,212800
000106127863,231210
000105957558,212800
000106037534,212800
000106497373,405400
000106035985,212800
000106651363,212800
000106071691,212800
000105807374,212800
000106504336,212800
000106452260,212800
000106569171,218600
000106254985,212700
000106299420,212700
000106214453,120102
000006801197,403408
000106181458,212700
000106675154,212700
000106169562,212700
000106415008,212700
000106630020,212700
000106451497,212900
000050077092,212900
000105867957,212900
000106210506,212900
000048976305,212900
000106637247,212900
000106276033,212900
000105959270,212900
000106417042,218110
000106094884,234700
000106216219,212900
000106293385,218110
000106477028,550200
000106347746,218110
000105970733,405201
000105790609,218110
000105820363,218110
000106076536,212900
000106252894,218110
000105957516,218110
000106634508,218110
000032076352,218110
000105777327,216900
000106491505,216900
000106056854,216900
000106161064,216900
000106212728,216900
000078015999,216900
000106691780,216900
000105956379,216900
000106236653,216900
000105840150,216900
000105790044,216900
000106584167,216900
000105796956,216900
000106015805,216900
000106679080,216900
000106415859,216900
000105806564,216900
000106473257,216900
000106562700,216900
000106675308,216900
000106507740,216900
000106494804,270300
000106142558,212700
000106106122,703200
000106619703,218300
000106078499,212800
000106256908,217200
000106294920,217200
000106301069,234300
000106100914,910704
000106104502,217200
000106325062,214100
000106454990,217200
000106501320,217200
000105779670,218300
000106148583,218300
000105793607,218300
000106079403,190800
000106302670,910704
000106232845,218300
000105799080,910503
000106100744,218300
000106259702,901004
000106382011,218300
000105886968,218300
000106308375,218300
000105955145,216900
000106167447,460100
000050727227,216900
000105939629,216900
000105824582,216800
000106234805,125500
000106583491,216900
000106014964,216900
000106124200,216900
000106098668,218700
000106503445,194200
000105863880,216900
000106277704,216900
000106540741,216900
000106169538,216900
000106477552,302502
000106491369,600702
000106273802,216900
000106636597,216900
000106148012,216900
000106034845,603500
000106509103,216900
000105911509,216900
000086828111,542800
000106294687,217100
000106129158,217100
000105862800,217100
000106250428,217100
000105954767,234500
000105978095,216900
000106109222,216900
000105860345,216900
000105885187,125500
000105885768,216800
000106615856,240020
000106347877,218220
000106217354,235202
000106347678,218220
000106632072,220100
000105794637,218210
000106521272,218210
000106308715,219300
000106210268,232120
000105241273,218210
000106328939,218300
000106651313,216700
000106124836,213100
000106071395,218120
000105933759,221301
000106632768,217100
000106290963,216900
000105931388,541100
000106526272,216900
000106414989,212700
000106123877,212700
000106583580,212700
000106308545,212700
000105884830,212700
000106232840,554401
000106128652,212800
000105803867,212800
000106545212,212800
000105864637,212800
000106301365,212800
000106671980,231100
000077935751,212800
000106657961,212800
000106670340,212800
000106493858,212800
000105865196,272200
000106385459,212800
000105998955,212800
000106184859,212800
000105829176,212800
000106161645,212800
000106527760,212800
000106075831,212800
000083659292,199120
000102436367,216200
000106187881,216200
000106616535,216200
000106369734,218300
000040950397,216200
000105933241,216200
000020714411,216200
000106419497,216200
000106109984,216200
000106633049,480500
000000281697,216200
000056456986,216200
000025438322,217200
000106455865,217200
000105882707,217200
000106509108,217200
000106184833,217100
000106340223,217100
000106182488,900701
000106071727,217200
000106348726,221820
000106479698,270300
000106233540,270300
000106073779,216100
000105910171,216100
000106477662,216100
000106037408,216800
000106382985,216100
000106564752,301203
000041494496,216100
000035759507,216100
000106057986,216100
000105971713,216100
000106213517,216100
000106659900,216100
000106058102,217200
000106107602,217200
000041124452,217200
000106279840,217200
000106299988,217200
000106275493,217200
000105847306,220000
000057992150,217200
000105790269,901101
000105886594,213100
000106070580,218400
000106340749,221301
000106567828,221301
000106691007,221301
000105860861,221301
000106149500,221301
000105974287,221301
000106167311,221301
000106362834,221301
000106361906,221302
000106329414,221302
000106128165,221302
000106032005,221302
000106541632,221302
000105840223,221302
000106129857,221302
000106459149,191710
000106417131,602600
000106073334,218120
000105793348,218110
000105933393,218110
000105802337,218110
000106500793,217200
000106304499,218220
000106326246,217200
000105821526,217100
000106292135,101400
000105861388,270300
000106148627,212700
000105865895,262601
000106279625,212700
000105840320,212700
000039889151,212800
000106342288,213202
000106036410,212800
000078782667,212800
000105805385,124000
000051558816,212800
000106010724,212800
000106329951,218110
000105861867,218110
000105919879,218220
000105932122,218220
000105880687,218220
000105797017,218220
000106230767,218220
000106328196,218220
000105884424,218110
000106212508,218110
000106164334,211802
000106652034,234300
000103193606,218110
000106033802,218110
000106411494,218220
000105808511,238310
000106059988,241200
000004711347,218220
000106232706,218220
000020178047,218220
000106433453,218220
000106213868,218220
000106527749,218220
000106297392,218220
000106457663,218220
000106438000,218220
000105825562,700700
000106095924,218220
000105975314,218220
000105867546,550600
000106147202,212800
000105842209,212800
000106169067,212800
000039829138,221302
000106030155,217200
000106583357,600202
000106677326,218600
000106672517,218220
000106453423,218220
000106417107,218220
000106272801,218220
000106651583,570402
000105867753,218220
000106104536,920113
000106323691,212700
000106478702,212620
000106232887,189100
000105864226,212700
000106524319,212700
000105847563,212700
000105974326,212700
000105827200,650901
000106434632,703002
000106093692,216900
000106169504,216900
000105827771,403316
000040552439,212620
000092096415,191900
000002394300,218300
000105800047,213100
000094525790,240400
000106210006,213100
000105970712,221301
000094296975,601002
000105824980,543602
000106160092,221301
000040719532,221301
000025568434,221301
000105959911,218300
000106218753,221302
000105797795,221302
000106291362,221302
000106419125,212700
000106632137,464100
000106432122,462700
000106582351,212700
000106184236,212700
000079865727,212800
000106368903,212800
000105777686,212800
000105848739,212800
000106583713,212800
000105975131,212800
000105917259,212800
000106611292,212800
000106565949,212800
000106185410,212800
000106561351,212800
000106056778,212800
000057710809,212800
000106011432,212800
000030272957,212800
000106277241,273100
000106562823,234600
000105979766,212800
000105829930,602800
000105808778,218110
000106568463,218110
000106109060,218110
000078189312,602800
000106075742,218110
000106270943,218110
000105795099,218110
000106276402,218110
000106500298,212800
000081853808,209820
000105881772,571102
000105843750,237200
000094274437,216100
000106655820,216200
000106634215,212800
000106340993,216200
000106095123,232400
000106324650,218120
000106309591,218120
000105778242,218220
000106383033,218220
000106652966,218120
000105939307,218120
000105843611,218120
000106671587,218120
000106255355,218120
000106326220,218110
000105844366,218120
000106145284,218800
000106101038,218110
000106012920,910902
000106146934,218220
000106658349,218220
000106306116,530801
000106438898,218220
000105863770,218220
000106434205,218220
000105805547,218220
000105794179,218220
000004951282,218220
000106125798,218220
000105993426,218220
000106255619,240500
000106321819,218210
000105886052,218210
000106413085,221302
000061433386,600400
000006464724,221302
000058096639,218120
000106239960,211801
000105917314,211801
000028061694,192520
000106614871,211802
000106497108,211801
000106410228,211801
000106637807,212610
000106690250,211801
000106106407,211801
000105848247,208800
000106497572,228320
000106304800,204600
000106236954,262302
000105793385,203600
000106659133,211801
000106677619,211801
000106031753,211801
000105919081,211801
000089906690,219700
000030811706,211801
000106549774,211801
000106346033,211801
000106187873,211801
000106145111,211801
000048959511,211801
000106307879,197700
000105809473,190700
000106100281,211801
000105881492,211801
000106633002,211801
000106122986,211920
000027948248,211801
000106431516,211801
000106056545,211801
000106569228,208610
000106231682,209520
000105881104,190700
000105939425,209810
000105795167,211801
000106250915,203500
000106290670,211801
000105913580,211801
000028007279,211801
000106522723,532900
000106327425,211801
000105861095,531701
000106107157,211801
000106493976,211801
000106100273,192520
000106293238,189800
000106323667,211801
000106184930,211801
000106360824,211801
000106211167,208620
000106167214,211801
000106675510,211801
000084226040,207500
000085059770,211801
000106033064,206010
000106148863,211801
000105823007,195802
000106054255,211801
000106547667,209200
000105821717,213402
000005344957,211801
000106585702,211801
000106127449,211801
000106307374,211801
000106526057,211801
000106219212,211801
000106183913,211801
000106071565,208000
000106120073,221820
000105950344,211801
000105849463,211801
000106252187,211801
000105992608,222000
000105805725,211801
000106676325,228320
000106677724,211801
000051229949,211801
000106565020,211801
000105868602,211801
000106651431,532900
000106292790,211801
000105913195,211801
000106329590,211701
000106010017,211801
000106528847,211000
000106184668,211910
000105778721,211910
000105957383,212100
000106296325,212100
000106436480,403304
000106656685,211910
000105847631,123420
000106525051,211910
000106299857,405700
000106418352,542102
000106300262,211910
000105849510,211910
000106651211,701900
000106274866,211802
000106560494,480902
000106298018,211910
000106386476,192000
000105843409,212100
000106342424,211000
000106548888,211000
000079600100,211000
000106103263,211000
000106676257,670411
000093930995,211801
000106070446,211801
000106071633,211801
000106632713,211801
000105805893,211801
000106293631,211801
000106411156,211801
000106613888,211410
000106360743,211801
000105883648,405201
000106520742,296400
000106635761,108103
000106522736,208800
000106279861,403304
000106656839,119400
000106253484,211802
000106127813,211802
000106492166,192610
000105846499,212500
000106149801,218600
000106073732,531701
000106478980,554404
000030019086,211920
000105808935,211920
000106614020,211920
000106474059,211920
000105798398,211920
000106326848,211920
000105801865,211920
000106637946,211920
000106459369,211910
000106161909,211920
000106639286,211910
000048199650,211910
000106363547,211920
000106211573,211920
000086573854,212100
000105868741,212100
000087696527,212100
000106639943,119310
000106293018,213201
000106500120,212100
000106457862,211801
000106656449,211801
000105953813,208620
000106277343,293304
000106059051,214900
000106672305,121600
000105799564,211120
000105801331,109500
000106121121,211801
000105932805,600202
000106450433,211110
000106016225,571702
000105798678,211801
000106073745,211802
000106434289,211802
000106540123,211802
000106342021,241200
000106186961,211000
000105973710,211000
000106212809,211000
000105993798,211701
000106453923,211701
000105869941,211701
000106450255,212800
000105933385,214700
000106655419,211000
000106542667,211000
000106584573,211000
000105773742,211000
000106450734,211000
000091115964,211702
000106181330,211702
